564539611;0;0;103;0;237777026;134435;1076654564;2498857
563549683;180933896;0;0;488465;1662;354237;81566;329417
564308574;1135089;418681507;36729;886105;155311052;357420;43082;382342
563463764;544052381;283810325;735043;0;7577013
569298639;118325544;0;673857;453397;1277
579773947;0;0;103;0;242602374;99375;1109252596;2656639
575437492;180988064;0;0;526943;2359;375877;99971;341692
574474113;1128445;422241697;36945;899523;155323054;342149;37751;374853
566212242;545342736;282744435;735780;0;7867138
562260315;117289515;0;673240;468148;1196
562142685;0;0;101;0;237385717;121861;1070560264;2380541
561878560;180896742;0;0;498843;1707;426262;151313;323243
562349825;1118387;418314714;38416;887082;154712522;322913;46644;339563
562185761;542713373;282748231;736126;0;7759271
562084310;117329652;0;672499;436654;1090
562523674;0;0;104;0;237512226;86479;1071702484;2432149
562057479;180934045;0;0;496602;1694;333187;75084;295109
562161930;1141597;418312038;38589;888676;154708786;298930;22109;317241
565572353;545098556;282669854;735604;0;7744056
562103540;117319282;0;670311;473907;1210
562041123;0;0;105;0;237378661;60115;1070417176;2416401
561976874;180933291;0;0;497844;1600;299670;37869;280840
575492071;1088908;422426924;37078;906058;155296471;528125;114390;519785
571341502;545413528;282642210;734944;0;8243890
573694617;120318780;0;676566;439168;1164
579508220;0;0;104;0;235641327;315827;1111473600;5092285
566706133;180950778;0;0;514103;1985;336564;84476;328296
576282611;1141918;422447239;37853;910785;155020526;379583;38710;435045
580818989;516861826;284323964;737543;0;8401269
581291531;118094532;0;677816;429743;1281
573559105;0;0;102;0;240829754;201836;1098110820;2890179
571974251;180988636;0;0;507083;2187;432142;135129;414325
570738383;1137844;421427149;38543;783759;143098481;358037;42765;385649
578860290;551835764;282139650;735791;0;8606166
574907939;121302624;0;673239;446765;1352
570195916;0;0;102;0;239781342;280736;1090670424;3945883
567961823;180970473;0;0;518698;2221;431236;151959;369817
565736788;1113227;419833043;39433;759429;142952583;429307;66568;455849
563503884;542318100;282432477;737071;0;7089714
569265918;119311546;0;674924;437529;1345
569290774;0;0;102;0;239678740;198475;1087990292;2902051
580650075;181020046;0;0;521840;2364;382369;90392;350367
568567219;1122258;420616510;40099;773742;143036132;451206;76088;497496
560789741;540037833;282800634;734609;0;6973605
568382976;119287171;0;674863;446775;1357
569208962;0;0;102;0;239749107;193054;1088207528;3572008
578642375;181023296;0;0;534808;2444;427623;114473;423262
567729469;1090502;420482327;36058;749007;142988146;442411;80989;480090
562878782;541866756;282343175;737245;0;6997257
569534681;119941918;0;674423;471693;1322
572978068;0;0;106;0;241101813;83118;1095591576;2779689
568427821;180969537;0;0;508782;2154;511120;199021;500417
574787116;1128214;422407356;34907;823170;148599794;373147;45176;419019
564292422;542966594;282346240;736982;0;6981232
564183964;118111750;0;673393;471232;1363
573824699;0;0;106;0;240859652;186459;1099177320;3744602
569194744;180994813;0;0;513442;1989;504221;193656;433375
569429973;1095021;420927181;37076;774573;143106357;497333;88866;503273
568724826;545057308;282247315;735143;0;7828541
566542963;118827874;0;674533;452264;1408
565470267;0;0;111;0;238122997;308384;1080250820;2720506
579451718;181007480;0;0;525768;2302;385713;99493;353319
575188110;1121990;421885657;39116;935694;154612643;442916;70025;485733
573884201;547735815;281533728;736574;0;8731668
561711517;117351507;0;671904;440736;1252
566577047;0;0;107;0;238562575;100420;1081599688;2489821
572462940;180986215;0;0;496044;2050;431407;138935;400582
572310168;1092301;421669328;37801;807567;146621912;525430;101238;581808
572535836;546656720;281468569;736614;0;7588385
565619327;118691714;0;672628;434399;1233
563036231;0;0;100;0;238036319;136271;1074572956;2682243
570290764;180902075;0;0;497210;2009;524073;217294;424944
569763825;1076509;420941690;37243;762878;143378449;532288;112274;452286
570748943;546810204;281342895;737857;0;7440192
568811445;119648897;0;673035;434243;1205
564523952;0;0;102;0;237994390;214449;1077715856;3758983
565314817;180872853;0;0;478683;1830;338865;64992;327459
568688175;1117234;420319458;39737;818453;146089314;475653;72892;477605
573585360;552532345;281144191;738373;0;7697996
568719938;119598716;0;676361;439430;1264
