77025373;0;0;18;0;26229094;23444;147748592;2107420
77396846;30002727;0;0;2799;13;14647;5554;14915
78397140;1691198;56225702;8651557;259;5113198;11432;650;11485
75725293;56236588;14922989;787;0;11219
76022757;22697898;0;1702172;177;0
75522435;0;0;18;0;25002071;4488;144655596;2236376
72967403;30001556;0;0;2404;9;4257;1473;5146
74380294;1676089;55004552;8649826;253;5001973;4959;279;6674
73993729;55000439;15012349;522;0;9599
72790145;21285902;0;1650439;158;0
72559798;0;0;18;0;25002468;3683;138795712;2201723
74720764;30002255;0;0;3140;6;20402;12493;7075
74598055;1685036;55005058;8651064;298;5002702;16681;1458;16561
73624916;55000425;15012084;519;0;9579
74247113;21926657;0;1676415;203;0
75277922;0;0;17;0;25002279;2692;144190076;2017930
76093635;30002026;0;0;2391;6;5105;1191;5894
74745345;1682204;55004886;8651815;265;5002097;5760;214;7854
73015072;55000442;15011184;490;0;8642
72838925;21311763;0;1651073;163;0
74331314;0;0;18;0;25002503;3282;142296344;2253822
73925821;30001708;0;0;2377;10;6027;1875;6090
77079097;1670116;56223494;8646597;257;5112978;6693;493;9323
79021427;56243438;14921552;796;0;10248
77251340;21929860;0;1672844;192;0
79182266;0;0;18;0;26228583;4535;151830844;2360089
78867879;30002578;0;0;2816;8;9779;2603;9094
77461264;1677081;56218782;8647682;288;5112794;9284;577;13134
77960467;56539026;14906511;949;0;10395
79124161;21976312;0;1674138;208;0
78475314;0;0;18;0;26225386;4204;150464296;2181092
78678725;30002107;0;0;2706;11;9451;1783;9323
74617729;1679706;55003970;8651687;253;5002066;6599;321;8337
75310558;55000437;15013872;523;0;9662
75550245;22490739;0;1694299;193;0
73731045;0;0;18;0;25001824;4671;141077272;2221406
75370883;30002089;0;0;2488;5;7072;1644;7267
74014839;1670731;55003282;8648606;267;5002043;3833;193;5541
76178052;55000450;15015015;574;0;9534
74376544;21976588;0;1677304;194;0
75046780;0;0;17;0;25001770;3918;143788908;2274079
75161556;30002261;0;0;2340;9;4847;1306;6142
76948368;1717414;55002758;8658181;257;5002074;3747;276;5702
73906154;55000453;15012375;521;0;9671
73651517;21666317;0;1665107;190;0
75772026;0;0;20;0;25001819;3374;145274428;2293550
75335500;30002085;0;0;2489;6;4762;1250;6631
74415147;1690789;55005898;8649570;351;5003967;10829;926;14303
75062965;55000458;15013552;550;0;10064
74723812;22134963;0;1680182;174;0
73944535;0;0;17;0;25001739;2922;141457332;2038488
72751512;30003476;0;0;2485;6;4852;1383;6149
74516949;1678165;55005423;8650690;255;5002012;5385;289;6400
75052934;55000465;15013898;550;0;10288
75480138;22457521;0;1693974;198;0
74563649;0;0;18;0;25001494;3262;142754408;2250619
76341741;30001411;0;0;2621;10;4382;1132;4985
73636444;1664533;55002903;8646768;244;5002044;5264;329;7263
74277947;55000456;15012874;553;0;9889
72385732;21112121;0;1644252;170;0
73995351;0;0;17;0;25002229;15181;141798400;2389656
76473936;30002125;0;0;2520;9;9919;1457;7988
74735716;1682981;55003892;8650780;249;5002171;5164;444;7126
73615675;55000461;15011915;521;0;10093
74021886;21826877;0;1670318;177;0
74228794;0;0;19;0;25003059;4439;142204724;2270445
76652289;30001420;0;0;2418;7;5172;1026;6683
73400779;1660290;55004966;8646114;250;5002001;4095;254;6125
75365327;55000487;15014304;597;0;10247
72918449;21343125;0;1652821;173;0
74478139;0;0;17;0;25001460;2388;142561092;2062189
75056642;30001885;0;0;2567;15;4049;945;5940
73804823;1667505;55004823;8647492;246;5002005;5078;358;7301
74831805;55000429;15013234;511;0;9816
73696621;21688243;0;1665054;176;0
75758713;0;0;18;0;25001685;5564;145219688;2280241
74086061;30002539;0;0;2487;12;5496;991;6474
78160697;1690024;56220500;8651793;299;5113172;5871;548;9704
74800556;55000443;15013196;530;0;9391
76316619;21520993;0;1657880;183;0
78245216;0;0;17;0;26222797;7847;150040568;2310047
80421445;30002168;0;0;2697;2;5182;784;6932
77983582;1685068;56223965;8650429;270;5113126;6737;387;10260
77641086;56254505;14940652;1073;0;13597
75472236;21162189;0;1648373;261;0
75969330;0;0;18;0;26217389;2774;145342140;2242971
77267401;30002269;0;0;2730;3;5799;975;7437
79370894;1706520;56225916;8655297;253;5113381;6154;258;8996
74899954;55000479;15013784;561;0;9251
75656148;22535615;0;1695238;179;0
74540171;0;0;17;0;25002030;3131;142773312;2052020
75270835;30001583;0;0;2450;7;5104;796;6297
73510566;1663605;55004493;8648652;249;5002104;7054;391;9279
74546335;55000469;15013091;524;0;9385
74443060;22007372;0;1677131;164;0
73975190;0;0;18;0;25002340;2817;141627116;2231044
73004475;30002720;0;0;2501;7;5215;1155;6240
74259009;1673822;55003929;8648912;237;5002015;5106;336;5947
76344146;55000538;15017798;980;0;13836
73512316;21614111;0;1670469;274;0
74105563;0;0;21;0;25001796;6957;142136344;2253945
75118066;30002437;0;0;2469;12;11636;3173;12708
75004499;1686918;55003925;8650680;253;5002110;7609;367;10206
74006973;55000483;15012754;554;0;9775
73310180;21520137;0;1659064;166;0
74615081;0;0;18;0;25002138;2969;142891900;2244930
75044052;30001815;0;0;2392;7;5653;1152;6884
74975967;1685551;55003700;8653066;241;5001996;4194;160;5088
75316222;55000431;15013636;522;0;9772
77063575;23155769;0;1721569;218;0
75237520;0;0;18;0;25001512;4795;144141516;2276420
76678653;30001103;0;0;2628;2;13077;6410;11099
71881760;1636435;55005006;8641645;232;5001989;9040;839;9559
71542786;55000442;15009590;522;0;9312
73827093;21743273;0;1668328;190;0
73900427;0;0;17;0;25001980;2859;141333560;2168426
75904798;30001939;0;0;2698;11;6402;1318;6610
76568148;1711258;55003940;8656385;256;5002119;9228;348;8445
75804434;55000454;15014435;522;0;9280
73027190;21390807;0;1654116;167;0
74115719;0;0;18;0;25001704;3734;141864252;2237544
73611530;30001838;0;0;2457;7;11065;4354;12081
74793941;1682442;55003781;8650312;262;5002005;4226;282;6159
72409825;55000452;15010682;537;0;9660
73146544;21448325;0;1656021;173;0
72549139;0;0;18;0;25002888;2578;138674964;2199844
75728618;30002249;0;0;2493;10;6002;1176;7089
74289262;1674640;55003577;8650146;250;5001987;3901;193;6627
74417618;55000458;15012817;534;0;9455
75089357;22289650;0;1688379;178;0
73591815;0;0;17;0;25001784;3351;140782700;2225302
74852203;30001605;0;0;2528;8;5154;1061;5855
74534396;1678606;55003734;8650101;242;5002085;7004;521;11143
75476455;55000437;15014119;538;0;9359
73387629;21549152;0;1660236;170;0
76392651;0;0;18;0;25002321;2902;146418260;2277983
77478991;30001465;0;0;2577;11;4700;853;5840
74076000;1671658;55004331;8648700;255;5002098;7906;437;12230
74120294;55000462;15012582;518;0;9264
71092184;20542529;0;1623887;168;0
72142584;0;0;17;0;25002371;6239;137883564;2213302
74605843;30001393;0;0;2841;11;7835;1350;8176
75184927;1688532;55003862;8650767;239;5002073;5044;235;7147
74942913;55000464;15013394;557;0;9506
73702258;21688895;0;1665305;172;0
75251311;0;0;18;0;25001723;3494;144142500;2249413
74782708;30001802;0;0;2490;14;16662;4553;20093
74119428;1671928;55002221;8648162;249;5002012;3873;303;5339
73531861;55000418;15011645;503;0;9277
74382457;21982195;0;1675399;175;0
74267438;0;0;17;0;25001986;2961;142171916;2064507
76039714;30001773;0;0;2648;11;7190;1249;8053
74179727;1673788;55003499;8648084;251;5002086;6353;366;8722
71930933;55000427;15009834;514;0;9348
74957516;22251224;0;1703192;405;0
74293731;0;0;18;0;25002906;5555;142235588;2259287
76010738;30001822;0;0;2493;5;7162;1181;7123
73940244;1668737;55004625;8648651;248;5001985;3428;179;5649
72569386;55000429;15010529;538;0;9453
75057105;22276311;0;1686484;162;0
75095936;0;0;17;0;25002320;2567;143738708;2183818
74537347;30002360;0;0;2660;14;6219;1120;7245
76227015;1705052;55003900;8655848;245;5002093;7011;363;9050
74658968;55000424;15013016;515;0;9065
73693687;21682605;0;1665033;162;0
76315678;0;0;18;0;25001340;3275;146329424;2275679
73515162;30001657;0;0;2434;10;6019;1005;7167
73333486;1660701;55003962;8646631;254;5001980;4100;286;5985
75267532;55000453;15013827;549;0;11271
73139465;21436666;0;1656121;167;0
76333449;0;0;17;0;25000927;3515;146320824;2099059
75506676;30001951;0;0;2417;5;17930;7251;9519
74508216;1678249;55004706;8650386;258;5002022;104392;14980;56926
74458081;55000476;15013212;605;0;10442
75120705;22304537;0;1687676;162;0
73646846;0;0;17;0;25001988;3261;140827916;1750692
72538602;30002103;0;0;2493;4;7786;1941;6574
73071569;1654973;55003317;8645755;244;5001945;2926;190;2981
76578061;55000455;15015082;544;0;9215
73430987;21561553;0;1661276;173;0
74475984;0;0;17;0;25001767;5651;142556460;1788098
75108660;30001738;0;0;2538;2;3149;1085;2450
74183487;1674153;55004949;8649979;243;5002073;5564;560;3699
76364260;55000451;15015003;558;0;9785
74487621;22029342;0;1677671;171;0
74328884;0;0;17;0;25002108;3699;142233388;1764209
73203938;30002295;0;0;2614;7;5722;1493;4560
73392860;1660672;55003956;8646845;243;5001985;3773;251;2953
74637854;55234074;14993159;606;0;9543
82046650;23236525;0;1720930;209;0
79040302;0;0;18;0;26216946;3581;151517532;1846212
78459690;30002278;0;0;2722;5;4254;1099;3985
76830634;1666993;56228678;8647385;261;5113581;4147;282;3936
