549916357;0;0;147;0;165792650;45849801;2239067896;154973526
539028701;80556214;0;0;38425;4;68999479;49722197;68688257
538820710;76545772;249716234;22096724;115614;22711833;68939767;137906;69780201
491703710;219108092;87015621;65513;0;2206706
539109735;242995242;0;76586068;4820;0
491520919;0;0;130;0;157901192;45454922;1999342232;154652791
491214182;74899005;0;0;33159;5;64092432;44893264;63750441
491248676;62879673;232830055;21921330;110304;21336772;64119494;128137;64855255
585324736;242580003;94113848;79054;0;2365087
517036576;231619295;0;63284222;4435;0
539289930;0;0;167;0;169164238;49910343;2239977132;182056174
538719218;80552040;0;0;36585;23;68933475;49312157;68598385
491590971;62863273;232771894;21906429;110976;21342700;64200353;128592;64926816
491534645;219108095;87015154;65436;0;2248934
491420283;215766527;0;62885325;4021;0
491201443;0;0;128;0;157927076;45052370;1997234380;154620795
491146038;74900264;0;0;33345;10;64096741;44900506;63751703
604840997;77796421;258253720;22372469;117342;22900711;69134690;146297;70037882
498423924;220434361;87163311;66151;0;2242106
491189466;215577598;0;62867815;4463;0
539009292;0;0;140;0;169179622;49862135;2236743356;181967678
538807570;80551006;0;0;39336;56;68958374;49336390;68639516
538505620;76520207;249729607;22104196;116147;22710604;68897859;133903;69702937
538702053;233271791;92991422;73593;0;2266466
491857384;216095382;0;62868906;5315;0
510475752;0;0;142;0;160494180;46002292;2084660656;155061757
541191426;74864435;0;0;36835;9;64427028;45225481;64159920
491202193;63083024;232810995;21872563;110336;21335144;64348072;128492;65089610
491197760;219107705;87009462;65384;0;2226204
491297335;215776316;0;63073236;3414;0
491234684;0;0;130;0;157904113;45350338;1997739244;154905359
539420937;80553100;0;0;39682;12;69010669;49745001;68701175
491522114;63049174;232777655;21867855;110421;21335248;64410909;127752;65133370
490972108;219107447;87010119;65671;0;2196422
515751184;230524785;0;63489393;3943;0
534987321;0;0;139;0;163866739;45345909;2169176916;155075085
539342902;80558321;0;0;37292;8;68964803;49688135;68646003
491648423;63074041;232801567;21852214;110559;21341138;64438024;129325;65188507
491226619;219107370;87007811;65226;0;2181468
491194369;215726930;0;63082733;4231;0
539252896;0;0;140;0;169149306;49882747;2237565392;181975931
491377570;74890654;0;0;32602;6;64412367;45573122;64058923
491237332;63086425;232816455;21870950;110201;21335603;64345674;128188;65081976
528336570;227192479;87981882;70111;0;2224049
572257627;263514091;0;77187123;5160;0
539625833;0;0;150;0;169205553;50168098;2253277628;181999320
538990638;80551827;0;0;37786;4;68905582;49276098;68586628
539190046;76552446;249729669;22069634;116214;22710731;68902345;132865;69722478
539284772;233271658;92997386;73290;0;2300942
539411200;243209197;0;76583084;5274;0
491221042;0;0;130;0;157868653;46056597;2000357912;155365558
496884630;74891577;0;0;33012;11;64636348;45432282;64274051
605386854;77758726;258263246;22345315;117779;22901189;69092447;140514;70034561
491184393;219104501;87007271;65154;0;2204366
490720505;215424992;0;63347335;3837;0
490753767;0;0;129;0;157905251;45562755;1996156336;155354545
490853243;74900557;0;0;33192;4;64612928;45406298;64256200
539497600;76620911;249727442;22057160;116398;22709550;68995959;132996;69806991
539103307;233271598;92996898;73046;0;2299707
539582433;243155352;0;76570844;10765;0
528134712;0;0;135;0;162985290;46057932;2146839160;155513092
521940429;74873609;0;0;35241;9;64674839;45468454;64372901
539713291;76631966;249748107;22062432;116256;22715958;69026409;137059;69826194
491276979;219104855;87013114;65874;0;2208164
539690840;243455507;0;76633432;4945;0
539634287;0;0;150;0;169200833;50211287;2247899776;182024672
539423168;80540862;0;0;37460;12;68920454;49289166;68596047
491145975;63322882;232777956;21838298;110638;21336654;64699532;127734;65431699
490927332;219104563;87009994;65288;0;2212545
553102755;253237965;0;64388405;4739;0
542042193;0;0;144;0;169473008;49888721;2248899964;181994632
491130934;74892801;0;0;33111;5;64679988;45831207;64319417
490748661;63355536;232827228;21857174;110332;21335214;64638461;128388;65371954
490834946;219104482;86997215;64985;0;2210699
539648736;243420149;0;76619853;4562;0
491215973;0;0;182;0;157877046;46122050;2004502732;155517387
490597267;74892796;0;0;32959;34;64612181;45403160;64253602
490539502;63355975;232801508;21851383;110344;21336319;64636242;128262;65367949
559057022;233947351;88776889;74237;0;2311762
490718502;215424851;0;63329634;3828;0
490722290;0;0;127;0;157895874;45572263;1996421284;155341490
490696259;74905429;0;0;33042;9;64605890;45401266;64265596
539776742;76662832;249719271;22064597;118437;22711819;68989665;133782;69802360
491036979;219104451;87007005;65112;0;2224437
539746579;243494390;0;76634065;4220;0
491111443;0;0;150;0;157871900;46026384;2001714416;155408137
559620267;80541058;0;0;39067;6;68998731;49723643;68705614
540591013;64169359;239549508;22048427;110643;21486223;64779693;131421;65609259
490883343;219104664;87011583;65878;0;2216171
490856995;215543671;0;63327687;3527;0
490828487;0;0;134;0;157905066;46315802;2007030556;155420617
490530687;74894366;0;0;33809;11;64660887;45455994;64321064
539874733;76627442;249705993;22058426;116854;22710518;68987894;135279;69796831
539650557;233271474;93058260;74647;0;2300868
